Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
6.2570047, 2020-2039, bcc_csm1_1, Jan Average, France, FRA
6.724426, 2020-2039, bcc_csm1_1, Feb Average, France, FRA
7.926591, 2020-2039, bcc_csm1_1, Mar Average, France, FRA
9.68588, 2020-2039, bcc_csm1_1, Apr Average, France, FRA
11.791735, 2020-2039, bcc_csm1_1, May Average, France, FRA
16.474855, 2020-2039, bcc_csm1_1, Jun Average, France, FRA
20.912567, 2020-2039, bcc_csm1_1, Jul Average, France, FRA
20.91002, 2020-2039, bcc_csm1_1, Aug Average, France, FRA
17.854443, 2020-2039, bcc_csm1_1, Sep Average, France, FRA
12.704272, 2020-2039, bcc_csm1_1, Oct Average, France, FRA
8.980625, 2020-2039, bcc_csm1_1, Nov Average, France, FRA
7.5974836, 2020-2039, bcc_csm1_1, Dec Average, France, FRA
6.531054, 2020-2039, bcc_csm1_1_m, Jan Average, France, FRA
6.7237163, 2020-2039, bcc_csm1_1_m, Feb Average, France, FRA
8.381834, 2020-2039, bcc_csm1_1_m, Mar Average, France, FRA
10.714172, 2020-2039, bcc_csm1_1_m, Apr Average, France, FRA
14.397365, 2020-2039, bcc_csm1_1_m, May Average, France, FRA
18.650517, 2020-2039, bcc_csm1_1_m, Jun Average, France, FRA
21.351412, 2020-2039, bcc_csm1_1_m, Jul Average, France, FRA
20.997366, 2020-2039, bcc_csm1_1_m, Aug Average, France, FRA
17.469103, 2020-2039, bcc_csm1_1_m, Sep Average, France, FRA
12.993228, 2020-2039, bcc_csm1_1_m, Oct Average, France, FRA
9.384139, 2020-2039, bcc_csm1_1_m, Nov Average, France, FRA
7.634778, 2020-2039, bcc_csm1_1_m, Dec Average, France, FRA
6.915853, 2020-2039, ccsm4, Jan Average, France, FRA
7.255729, 2020-2039, ccsm4, Feb Average, France, FRA
9.026004, 2020-2039, ccsm4, Mar Average, France, FRA
11.461945, 2020-2039, ccsm4, Apr Average, France, FRA
14.508306, 2020-2039, ccsm4, May Average, France, FRA
18.828468, 2020-2039, ccsm4, Jun Average, France, FRA
21.17483, 2020-2039, ccsm4, Jul Average, France, FRA
21.165487, 2020-2039, ccsm4, Aug Average, France, FRA
17.371113, 2020-2039, ccsm4, Sep Average, France, FRA
13.097958, 2020-2039, ccsm4, Oct Average, France, FRA
9.875277, 2020-2039, ccsm4, Nov Average, France, FRA
7.507388, 2020-2039, ccsm4, Dec Average, France, FRA
6.322862, 2020-2039, cesm1_cam5, Jan Average, France, FRA
6.4312034, 2020-2039, cesm1_cam5, Feb Average, France, FRA
8.266875, 2020-2039, cesm1_cam5, Mar Average, France, FRA
11.381731, 2020-2039, cesm1_cam5, Apr Average, France, FRA
14.109431, 2020-2039, cesm1_cam5, May Average, France, FRA
17.961336, 2020-2039, cesm1_cam5, Jun Average, France, FRA
20.816414, 2020-2039, cesm1_cam5, Jul Average, France, FRA
20.42166, 2020-2039, cesm1_cam5, Aug Average, France, FRA
17.391542, 2020-2039, cesm1_cam5, Sep Average, France, FRA
13.035773, 2020-2039, cesm1_cam5, Oct Average, France, FRA
10.065808, 2020-2039, cesm1_cam5, Nov Average, France, FRA
7.312406, 2020-2039, cesm1_cam5, Dec Average, France, FRA
5.352773, 2020-2039, csiro_mk3_6_0, Jan Average, France, FRA
4.60001, 2020-2039, csiro_mk3_6_0, Feb Average, France, FRA
7.4073863, 2020-2039, csiro_mk3_6_0, Mar Average, France, FRA
9.533658, 2020-2039, csiro_mk3_6_0, Apr Average, France, FRA
13.7611265, 2020-2039, csiro_mk3_6_0, May Average, France, FRA
17.95787, 2020-2039, csiro_mk3_6_0, Jun Average, France, FRA
21.391277, 2020-2039, csiro_mk3_6_0, Jul Average, France, FRA
22.152786, 2020-2039, csiro_mk3_6_0, Aug Average, France, FRA
18.741377, 2020-2039, csiro_mk3_6_0, Sep Average, France, FRA
12.983581, 2020-2039, csiro_mk3_6_0, Oct Average, France, FRA
8.127445, 2020-2039, csiro_mk3_6_0, Nov Average, France, FRA
5.812205, 2020-2039, csiro_mk3_6_0, Dec Average, France, FRA
6.9178658, 2020-2039, fio_esm, Jan Average, France, FRA
7.82573, 2020-2039, fio_esm, Feb Average, France, FRA
8.940915, 2020-2039, fio_esm, Mar Average, France, FRA
10.529654, 2020-2039, fio_esm, Apr Average, France, FRA
13.460095, 2020-2039, fio_esm, May Average, France, FRA
16.59449, 2020-2039, fio_esm, Jun Average, France, FRA
18.58524, 2020-2039, fio_esm, Jul Average, France, FRA
18.49752, 2020-2039, fio_esm, Aug Average, France, FRA
15.9535, 2020-2039, fio_esm, Sep Average, France, FRA
