Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.4454134, 2060-2079, mri_cgcm3, Jan Anomaly, France, FRA
1.7784292, 2060-2079, mri_cgcm3, Feb Anomaly, France, FRA
1.2078964, 2060-2079, mri_cgcm3, Mar Anomaly, France, FRA
1.7667887, 2060-2079, mri_cgcm3, Apr Anomaly, France, FRA
1.3385805, 2060-2079, mri_cgcm3, May Anomaly, France, FRA
1.3558913, 2060-2079, mri_cgcm3, Jun Anomaly, France, FRA
1.8045546, 2060-2079, mri_cgcm3, Jul Anomaly, France, FRA
2.1500711, 2060-2079, mri_cgcm3, Aug Anomaly, France, FRA
2.8306177, 2060-2079, mri_cgcm3, Sep Anomaly, France, FRA
2.1620631, 2060-2079, mri_cgcm3, Oct Anomaly, France, FRA
2.0857658, 2060-2079, mri_cgcm3, Nov Anomaly, France, FRA
2.0944672, 2060-2079, mri_cgcm3, Dec Anomaly, France, FRA
2.7411141, 2060-2079, noresm1_m, Jan Anomaly, France, FRA
2.2788618, 2060-2079, noresm1_m, Feb Anomaly, France, FRA
1.9357797, 2060-2079, noresm1_m, Mar Anomaly, France, FRA
2.4436255, 2060-2079, noresm1_m, Apr Anomaly, France, FRA
3.2293391, 2060-2079, noresm1_m, May Anomaly, France, FRA
2.6702836, 2060-2079, noresm1_m, Jun Anomaly, France, FRA
3.5178318, 2060-2079, noresm1_m, Jul Anomaly, France, FRA
4.0233083, 2060-2079, noresm1_m, Aug Anomaly, France, FRA
3.216432, 2060-2079, noresm1_m, Sep Anomaly, France, FRA
2.0784292, 2060-2079, noresm1_m, Oct Anomaly, France, FRA
2.2996247, 2060-2079, noresm1_m, Nov Anomaly, France, FRA
3.1633728, 2060-2079, noresm1_m, Dec Anomaly, France, FRA
1.3391286, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, France, FRA
0.98948693, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, France, FRA
1.0177385, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, France, FRA
0.863337, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, France, FRA
0.96702963, 2060-2079, Ensemble (10th Percentile), May Anomaly, France, FRA
1.3536975, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, France, FRA
1.8105446, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, France, FRA
1.9507633, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, France, FRA
2.209934, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, France, FRA
1.5824771, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, France, FRA
0.8349404, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, France, FRA
0.8688952, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, France, FRA
2.3949986, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, France, FRA
2.1723733, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, France, FRA
2.1842237, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, France, FRA
2.413868, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, France, FRA
