Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
0.6260355, 2040-2059, bcc_csm1_1, Jan Anomaly, France, FRA
1.044349, 2040-2059, bcc_csm1_1, Feb Anomaly, France, FRA
1.0294904, 2040-2059, bcc_csm1_1, Mar Anomaly, France, FRA
1.8361238, 2040-2059, bcc_csm1_1, Apr Anomaly, France, FRA
1.8350625, 2040-2059, bcc_csm1_1, May Anomaly, France, FRA
2.5381627, 2040-2059, bcc_csm1_1, Jun Anomaly, France, FRA
3.7608128, 2040-2059, bcc_csm1_1, Jul Anomaly, France, FRA
2.7625659, 2040-2059, bcc_csm1_1, Aug Anomaly, France, FRA
1.4582961, 2040-2059, bcc_csm1_1, Sep Anomaly, France, FRA
1.8871665, 2040-2059, bcc_csm1_1, Oct Anomaly, France, FRA
1.6771219, 2040-2059, bcc_csm1_1, Nov Anomaly, France, FRA
1.8097554, 2040-2059, bcc_csm1_1, Dec Anomaly, France, FRA
1.8112458, 2040-2059, bcc_csm1_1_m, Jan Anomaly, France, FRA
1.5603772, 2040-2059, bcc_csm1_1_m, Feb Anomaly, France, FRA
1.6268455, 2040-2059, bcc_csm1_1_m, Mar Anomaly, France, FRA
0.8796479, 2040-2059, bcc_csm1_1_m, Apr Anomaly, France, FRA
1.0585742, 2040-2059, bcc_csm1_1_m, May Anomaly, France, FRA
3.1953416, 2040-2059, bcc_csm1_1_m, Jun Anomaly, France, FRA
3.277801, 2040-2059, bcc_csm1_1_m, Jul Anomaly, France, FRA
2.4100142, 2040-2059, bcc_csm1_1_m, Aug Anomaly, France, FRA
3.1393943, 2040-2059, bcc_csm1_1_m, Sep Anomaly, France, FRA
1.5703539, 2040-2059, bcc_csm1_1_m, Oct Anomaly, France, FRA
1.8791898, 2040-2059, bcc_csm1_1_m, Nov Anomaly, France, FRA
0.92939717, 2040-2059, bcc_csm1_1_m, Dec Anomaly, France, FRA
0.9423569, 2040-2059, ccsm4, Jan Anomaly, France, FRA
1.7192855, 2040-2059, ccsm4, Feb Anomaly, France, FRA
2.2369485, 2040-2059, ccsm4, Mar Anomaly, France, FRA
2.1877337, 2040-2059, ccsm4, Apr Anomaly, France, FRA
1.8597181, 2040-2059, ccsm4, May Anomaly, France, FRA
2.559901, 2040-2059, ccsm4, Jun Anomaly, France, FRA
2.5452468, 2040-2059, ccsm4, Jul Anomaly, France, FRA
3.5616026, 2040-2059, ccsm4, Aug Anomaly, France, FRA
2.0222542, 2040-2059, ccsm4, Sep Anomaly, France, FRA
1.1552606, 2040-2059, ccsm4, Oct Anomaly, France, FRA
0.9255962, 2040-2059, ccsm4, Nov Anomaly, France, FRA
1.6224768, 2040-2059, ccsm4, Dec Anomaly, France, FRA
2.4865541, 2040-2059, cesm1_cam5, Jan Anomaly, France, FRA
2.2180178, 2040-2059, cesm1_cam5, Feb Anomaly, France, FRA
1.7369295, 2040-2059, cesm1_cam5, Mar Anomaly, France, FRA
2.0958045, 2040-2059, cesm1_cam5, Apr Anomaly, France, FRA
2.2259927, 2040-2059, cesm1_cam5, May Anomaly, France, FRA
2.7376108, 2040-2059, cesm1_cam5, Jun Anomaly, France, FRA
3.4194472, 2040-2059, cesm1_cam5, Jul Anomaly, France, FRA
2.9314647, 2040-2059, cesm1_cam5, Aug Anomaly, France, FRA
2.797817, 2040-2059, cesm1_cam5, Sep Anomaly, France, FRA
2.4312592, 2040-2059, cesm1_cam5, Oct Anomaly, France, FRA
2.2019887, 2040-2059, cesm1_cam5, Nov Anomaly, France, FRA
1.9204888, 2040-2059, cesm1_cam5, Dec Anomaly, France, FRA
1.3045819, 2040-2059, csiro_mk3_6_0, Jan Anomaly, France, FRA
1.0777241, 2040-2059, csiro_mk3_6_0, Feb Anomaly, France, FRA
0.82775086, 2040-2059, csiro_mk3_6_0, Mar Anomaly, France, FRA
1.0291824, 2040-2059, csiro_mk3_6_0, Apr Anomaly, France, FRA
1.98924, 2040-2059, csiro_mk3_6_0, May Anomaly, France, FRA
3.2660851, 2040-2059, csiro_mk3_6_0, Jun Anomaly, France, FRA
3.3648806, 2040-2059, csiro_mk3_6_0, Jul Anomaly, France, FRA
4.67563, 2040-2059, csiro_mk3_6_0, Aug Anomaly, France, FRA
3.2156959, 2040-2059, csiro_mk3_6_0, Sep Anomaly, France, FRA
2.090535, 2040-2059, csiro_mk3_6_0, Oct Anomaly, France, FRA
1.3583833, 2040-2059, csiro_mk3_6_0, Nov Anomaly, France, FRA
1.9262997, 2040-2059, csiro_mk3_6_0, Dec Anomaly, France, FRA
1.3863186, 2040-2059, fio_esm, Jan Anomaly, France, FRA
0.96630764, 2040-2059, fio_esm, Feb Anomaly, France, FRA
1.0798898, 2040-2059, fio_esm, Mar Anomaly, France, FRA
0.25504473, 2040-2059, fio_esm, Apr Anomaly, France, FRA
0.45989987, 2040-2059, fio_esm, May Anomaly, France, FRA
1.0661006, 2040-2059, fio_esm, Jun Anomaly, France, FRA
1.4870815, 2040-2059, fio_esm, Jul Anomaly, France, FRA
0.65977407, 2040-2059, fio_esm, Aug Anomaly, France, FRA
0.7303309, 2040-2059, fio_esm, Sep Anomaly, France, FRA
0.7414903, 2040-2059, fio_esm, Oct Anomaly, France, FRA
0.067467265, 2040-2059, fio_esm, Nov Anomaly, France, FRA
0.55233, 2040-2059, fio_esm, Dec Anomaly, France, FRA
2.1089976, 2040-2059, gfdl_cm3, Jan Anomaly, France, FRA
1.8193111, 2040-2059, gfdl_cm3, Feb Anomaly, France, FRA
2.8618426, 2040-2059, gfdl_cm3, Mar Anomaly, France, FRA
1.7472875, 2040-2059, gfdl_cm3, Apr Anomaly, France, FRA
2.4826465, 2040-2059, gfdl_cm3, May Anomaly, France, FRA
4.501795, 2040-2059, gfdl_cm3, Jun Anomaly, France, FRA
6.281245, 2040-2059, gfdl_cm3, Jul Anomaly, France, FRA
5.388731, 2040-2059, gfdl_cm3, Aug Anomaly, France, FRA
4.3812857, 2040-2059, gfdl_cm3, Sep Anomaly, France, FRA
3.4083176, 2040-2059, gfdl_cm3, Oct Anomaly, France, FRA
3.1376464, 2040-2059, gfdl_cm3, Nov Anomaly, France, FRA
2.3676176, 2040-2059, gfdl_cm3, Dec Anomaly, France, FRA
1.9810317, 2040-2059, gfdl_esm2m, Jan Anomaly, France, FRA
1.3135002, 2040-2059, gfdl_esm2m, Feb Anomaly, France, FRA
0.020388426, 2040-2059, gfdl_esm2m, Mar Anomaly, France, FRA
0.7889469, 2040-2059, gfdl_esm2m, Apr Anomaly, France, FRA
0.7612784, 2040-2059, gfdl_esm2m, May Anomaly, France, FRA
0.9957214, 2040-2059, gfdl_esm2m, Jun Anomaly, France, FRA
2.0011337, 2040-2059, gfdl_esm2m, Jul Anomaly, France, FRA
2.495681, 2040-2059, gfdl_esm2m, Aug Anomaly, France, FRA
1.8667109, 2040-2059, gfdl_esm2m, Sep Anomaly, France, FRA
1.5796967, 2040-2059, gfdl_esm2m, Oct Anomaly, France, FRA
0.8896486, 2040-2059, gfdl_esm2m, Nov Anomaly, France, FRA
1.0516434, 2040-2059, gfdl_esm2m, Dec Anomaly, France, FRA
1.2156401, 2040-2059, giss_e2_h, Jan Anomaly, France, FRA
2.2269738, 2040-2059, giss_e2_h, Feb Anomaly, France, FRA
2.0424592, 2040-2059, giss_e2_h, Mar Anomaly, France, FRA
2.2606893, 2040-2059, giss_e2_h, Apr Anomaly, France, FRA
1.941455, 2040-2059, giss_e2_h, May Anomaly, France, FRA
2.2569942, 2040-2059, giss_e2_h, Jun Anomaly, France, FRA
1.7718958, 2040-2059, giss_e2_h, Jul Anomaly, France, FRA
2.1691244, 2040-2059, giss_e2_h, Aug Anomaly, France, FRA
2.0685458, 2040-2059, giss_e2_h, Sep Anomaly, France, FRA
2.3710086, 2040-2059, giss_e2_h, Oct Anomaly, France, FRA
1.2860318, 2040-2059, giss_e2_h, Nov Anomaly, France, FRA
2.5027366, 2040-2059, giss_e2_h, Dec Anomaly, France, FRA
1.4778038, 2040-2059, giss_e2_r, Jan Anomaly, France, FRA
